thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,trials.all_keys.rt,trials.all_keys.duration,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
28,0,28,space,6.350223699584603,None,5,1.5730491997674108,None,138.6481630001217,j,0.4746797000989318,None,None,139.1479845000431,139.1483551003039,140.14701100019738,140.1470493003726,141.14739910000935,141.14743070024997,144.64628580026329,,,,,,,1,0,1,0,28,0,28,0,461.36861679982394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.6481630001217,461.3535889000632,461.36861679982394,461.36861679982394,461.36861679982394,461.36861679982394,461.8533211001195,j,0.4746797000989318,None,right,1,14,13,3,49,13,None,139.1479845000431,139.1483551003039,461.85378499981016,461.86835419991985,461.86835419991985,462.86829649982974,462.86829649982974,462.85237170010805,140.14701100019738,140.1470493003726,462.86053190007806,462.86829649982974,462.86829649982974,463.86817929986864,463.86817929986864,463.85277710016817,stimuli/box_empty_transparent.png,141.14739910000935,141.14743070024997,463.8528534998186,463.86817929986864,467.3684797999449,467.3516669999808,144.64628580026329,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
29,0,29,space,6.350223699584603,None,5,1.5730491997674108,None,144.64778020000085,k,0.5198917998932302,None,None,145.19762660004199,145.19790500029922,147.21261790022254,147.21265430003405,148.21332500036806,148.213367999997,149.21250790031627,,,,,,,1,0,1,0,29,0,29,0,467.3684797999449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.64778020000085,467.3532076999545,467.3684797999449,467.3684797999449,467.3684797999449,467.3684797999449,467.90295450016856,k,0.5198917998932302,None,right,1,14,14,3,50,14,None,145.19762660004199,145.19790500029922,467.90332859987393,467.9187063998543,467.9187063998543,469.93487419979647,469.93487419979647,469.91798279993236,147.21261790022254,147.21265430003405,469.9289771998301,469.93487419979647,469.93487419979647,,,470.91870129993185,stimuli/box_coin_transparent.png,148.21332500036806,148.213367999997,470.91879320004955,470.9344770000316,471.93415350001305,471.91788920015097,149.21250790031627,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
30,0,30,space,6.350223699584603,None,5,1.5730491997674108,None,149.21419950015843,j,0.3669608999043703,None,None,149.61307290010154,149.61348360031843,150.61336130043492,150.6133986003697,151.61347320023924,151.61351150041446,152.6129553001374,,,,,,,1,0,1,0,30,0,30,0,471.93415350001305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.21419950015843,471.91962829977274,471.93415350001305,471.93415350001305,471.93415350001305,471.93415350001305,472.3183848997578,j,0.3669608999043703,None,left,1,15,1,4,51,15,None,149.61307290010154,149.61348360031843,472.31894049979746,472.3351989998482,472.3351989998482,473.33454769989476,473.33454769989476,473.3187222001143,150.61336130043492,150.6133986003697,473.3288258998655,473.33454769989476,473.33454769989476,474.33383010001853,474.33383010001853,474.3188518998213,stimuli/box_coin_transparent.png,151.61347320023924,151.61351150041446,474.31893469998613,474.33383010001853,475.33545150002465,475.31833329983056,152.6129553001374,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
31,0,31,space,6.350223699584603,None,5,1.5730491997674108,None,152.61453500017524,k,0.3908413997851312,None,None,153.0308296000585,153.03109340043738,156.02988780010492,156.02992730028927,157.02973429998383,157.02976609999314,159.52942789997905,,,,,,,1,0,1,0,31,0,31,0,475.33545150002465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.61453500017524,475.3199616000056,475.33545150002465,475.33545150002465,475.33545150002465,475.33545150002465,475.7361655998975,k,0.3908413997851312,None,left,1,15,1,4,51,15,None,153.0308296000585,153.03109340043738,475.7365163001232,475.75178819987923,475.75178819987923,478.7518246998079,478.7518246998079,478.7352477000095,156.02988780010492,156.02992730028927,478.7436119997874,478.7518246998079,478.7518246998079,479.7511360999197,479.7511360999197,479.73511239979416,stimuli/box_empty_transparent.png,157.02973429998383,157.02976609999314,479.7351870997809,479.7511360999197,482.2512671998702,482.23480910016224,159.52942789997905,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
32,0,32,space,6.350223699584603,None,5,1.5730491997674108,None,159.53095840010792,j,0.4009656999260187,None,None,159.9638261999935,159.96421190025285,160.97888070018962,160.97893550014123,161.9792285002768,161.97925920039415,162.97914150031283,,,,,,,1,0,1,0,32,0,32,0,482.2512671998702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.53095840010792,482.23638440016657,482.2512671998702,482.2512671998702,482.2512671998702,482.2512671998702,482.66914919996634,j,0.4009656999260187,None,left,0,15,1,4,52,15,None,159.9638261999935,159.96421190025285,482.66964219976217,482.6851570000872,482.6851570000872,483.7009950997308,483.7009950997308,483.68422619998455,160.97888070018962,160.97893550014123,483.69471979979426,483.7009950997308,483.7009950997308,,,484.68460519984365,stimuli/box_empty_transparent.png,161.9792285002768,161.97925920039415,484.6846831999719,484.70039170002565,485.70115969982,485.6845225999132,162.97914150031283,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
33,0,33,space,6.350223699584603,None,5,1.5730491997674108,None,162.98066340014338,k,0.49965040013194084,None,None,163.49771290039644,163.49797470029444,165.49609740031883,165.49613530002534,166.51382150035352,166.51385470014066,168.01263220002875,,,,,,,1,0,1,0,33,0,33,0,485.70115969982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.98066340014338,485.68608930008486,485.70115969982,485.70115969982,485.70115969982,485.70115969982,486.2030528001487,k,0.49965040013194084,None,left,0,15,1,4,52,15,None,163.49771290039644,163.49797470029444,486.2033983999863,486.21757530001923,486.21757530001923,488.2181278001517,488.2181278001517,488.201456699986,165.49609740031883,165.49613530002534,488.20988490013406,488.2181278001517,488.2181278001517,,,489.21918859984726,stimuli/box_empty_transparent.png,166.51382150035352,166.51385470014066,489.21928060008213,489.2335208998993,490.7343373000622,490.71801020018756,168.01263220002875,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
34,0,34,space,6.350223699584603,None,5,1.5730491997674108,None,168.01422940008342,k,0.2839232999831438,None,None,168.33046620013192,168.33074560016394,171.3293543001637,171.32939220033586,172.32987070037052,172.32990030013025,174.82922010030597,,,,,,,1,0,1,0,34,0,34,0,490.7343373000622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.01422940008342,490.7196558001451,490.7343373000622,490.7343373000622,490.7343373000622,490.7343373000622,491.03579689981416,k,0.2839232999831438,None,left,0,15,1,4,52,15,None,168.33046620013192,168.33074560016394,491.03616899996996,491.0511953998357,491.0511953998357,494.0506482999772,494.0506482999772,494.03471430018544,171.3293543001637,171.32939220033586,494.04401789978147,494.0506482999772,494.0506482999772,495.0505731999874,495.0505731999874,495.03524979995564,stimuli/box_empty_transparent.png,172.32987070037052,172.32990030013025,495.03532169992104,495.0505731999874,497.5505503001623,497.53459959989414,174.82922010030597,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
35,0,35,space,6.350223699584603,None,5,1.5730491997674108,None,174.83082500007004,k,0.5445980997756124,None,None,175.39661190006882,175.39693470019847,176.89611320011318,176.89615050004795,177.89639860019088,177.89642840018496,178.91112730000168,,,,,,,1,0,1,0,35,0,35,0,497.5505503001623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.83082500007004,497.53625079989433,497.5505503001623,497.5505503001623,497.5505503001623,497.5505503001623,498.1019346998073,k,0.5445980997756124,None,left,0,15,1,4,52,15,None,175.39661190006882,175.39693470019847,498.1023654001765,498.1174272997305,498.1174272997305,499.6168197998777,499.6168197998777,499.60147029999644,176.89611320011318,176.89615050004795,499.6097829998471,499.6168197998777,499.6168197998777,500.617178699933,500.617178699933,500.6017783000134,stimuli/box_empty_transparent.png,177.89639860019088,177.89642840018496,500.6018501999788,500.617178699933,501.6331535000354,501.6165062999353,178.91112730000168,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
36,0,36,space,6.350223699584603,None,5,1.5730491997674108,None,178.91294080018997,j,0.2772613000124693,None,None,179.21248820004985,179.21291670016944,180.71294460026547,180.71298140008003,181.71251170011237,181.71254210034385,185.22754060011357,,,,,,,1,0,1,0,36,0,36,0,501.6331535000354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.91294080018997,501.6183774000965,501.6331535000354,501.6331535000354,501.6331535000354,501.6331535000354,501.9177994998172,j,0.2772613000124693,None,left,0,15,1,4,53,15,None,179.21248820004985,179.21291670016944,501.91835949989036,501.9337321999483,501.9337321999483,503.43379479972646,503.43379479972646,503.4183080000803,180.71294460026547,180.71298140008003,503.4268692000769,503.43379479972646,503.43379479972646,504.43359130015597,504.43359130015597,504.41788950003684,stimuli/box_empty_transparent.png,181.71251170011237,181.71254210034385,504.41796340001747,504.43359130015597,507.94955909997225,507.9329201998189,185.22754060011357,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
37,0,37,space,6.350223699584603,None,5,1.5730491997674108,None,185.22927850019187,k,0.29388330038636923,None,None,185.54558970034122,185.54582300037146,187.5456916000694,187.54572880035266,188.54782740026712,188.54785940004513,189.5450665000826,,,,,,,1,0,1,0,37,0,37,0,507.94955909997225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.22927850019187,507.9347123000771,507.94955909997225,507.94955909997225,507.94955909997225,507.94955909997225,508.25093149999157,k,0.29388330038636923,None,left,0,15,1,4,53,15,None,185.54558970034122,185.54582300037146,508.25124600017443,508.2672137999907,508.2672137999907,510.26781619992107,510.26781619992107,510.2510526999831,187.5456916000694,187.54572880035266,510.2591411997564,510.26781619992107,510.26781619992107,,,511.253202999942,stimuli/box_empty_transparent.png,188.54782740026712,188.54785940004513,511.25328420009464,511.2665643999353,512.2668580999598,512.2504441998899,189.5450665000826,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
38,0,38,space,6.350223699584603,None,5,1.5730491997674108,None,189.5466236001812,j,0.4979857997968793,None,None,190.06297650001943,190.063381400425,191.06126440037042,191.06130890036002,192.06202950002626,192.06206150026992,193.5612439000979,,,,,,,1,0,1,0,38,0,38,0,512.2668580999598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.5466236001812,512.2520490000024,512.2668580999598,512.2668580999598,512.2668580999598,512.2668580999598,512.7682797997259,j,0.4979857997968793,None,left,1,15,2,4,54,16,None,190.06297650001943,190.063381400425,512.7688127001747,512.7836270998232,512.7836270998232,513.7831819001585,513.7831819001585,513.7666230001487,191.06126440037042,191.06130890036002,513.7776597999036,513.7831819001585,513.7831819001585,,,514.7674054000527,stimuli/box_coin_transparent.png,192.06202950002626,192.06206150026992,514.7674861997366,514.7826588000171,516.2832444999367,516.2666255999357,193.5612439000979,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
39,0,39,space,6.350223699584603,None,5,1.5730491997674108,None,193.56275250017643,j,0.2773147998377681,None,None,193.86257600039244,193.86290240008384,194.86251750029624,194.86255520023406,195.86234280001372,195.86238020006567,196.87768490007147,,,,,,,1,0,1,0,39,0,39,0,516.2832444999367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.56275250017643,516.2681785998866,516.2832444999367,516.2832444999367,516.2832444999367,516.2832444999367,516.5679127001204,j,0.2773147998377681,None,left,1,15,3,4,55,17,None,193.86257600039244,193.86290240008384,516.568326599896,516.583613499999,516.583613499999,517.5843294998631,517.5843294998631,517.567874299828,194.86251750029624,194.86255520023406,517.5789446001872,517.5843294998631,517.5843294998631,518.5834543001838,518.5834543001838,518.5677180001512,stimuli/box_coin_transparent.png,195.86234280001372,195.86238020006567,518.567807499785,518.5834543001838,519.5992112997919,519.5830661999062,196.87768490007147,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
40,0,40,space,6.350223699584603,None,5,1.5730491997674108,None,196.8793291002512,j,0.35837370017543435,None,None,197.26203890005127,197.26238460000604,198.7620237004012,198.76206050021574,199.76214250037447,199.7621734002605,200.7616322003305,,,,,,,1,0,1,0,40,0,40,0,519.5992112997919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.8793291002512,519.5847586998716,519.5992112997919,519.5992112997919,519.5992112997919,519.5992112997919,519.9673736998811,j,0.35837370017543435,None,left,1,15,4,4,56,18,None,197.26203890005127,197.26238460000604,519.9678122997284,519.9830232001841,519.9830232001841,521.4830251997337,521.4830251997337,521.4673818000592,198.7620237004012,198.76206050021574,521.4774266998284,521.4830251997337,521.4830251997337,522.4832462999038,522.4832462999038,522.4675231999718,stimuli/box_coin_transparent.png,199.76214250037447,199.7621734002605,522.4675941001624,522.4832462999038,523.4832983999513,523.4670110000297,200.7616322003305,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
41,0,41,space,6.350223699584603,None,5,1.5730491997674108,None,200.76378050027415,j,0.3639709996059537,None,None,201.1457458003424,201.14615210006014,202.16251020040363,202.16255910042673,203.17751300008968,203.17755100037903,206.17807190027088,,,,,,,1,0,1,0,41,0,41,0,523.4832983999513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.76378050027415,523.469213000033,523.4832983999513,523.4832983999513,523.4832983999513,523.4832983999513,523.8510692999698,j,0.3639709996059537,None,left,1,15,5,4,57,19,None,201.1457458003424,201.14615210006014,523.851582699921,523.8671829998493,523.8671829998493,524.8858739999123,524.8858739999123,524.8678568000905,202.16251020040363,202.16255910042673,524.8805303000845,524.8858739999123,524.8858739999123,,,525.8828841000795,stimuli/box_coin_transparent.png,203.17751300008968,203.17755100037903,525.8829824998975,525.8989403001033,528.9000070998445,528.883449899964,206.17807190027088,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
42,0,42,space,6.350223699584603,None,5,1.5730491997674108,None,206.1795443003066,j,0.35503359977155924,None,None,206.5621068002656,206.56242700014263,208.5775673002936,208.57762390002608,209.57802290003747,209.5780539000407,213.07788310013711,,,,,,,1,0,1,0,42,0,42,0,528.9000070998445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.1795443003066,528.8849701997824,528.9000070998445,528.9000070998445,528.9000070998445,528.9000070998445,529.2674440997653,j,0.35503359977155924,None,left,0,15,5,4,58,19,None,206.5621068002656,206.56242700014263,529.2678513000719,529.2849257998168,529.2849257998168,531.2994602001272,531.2994602001272,531.2829003999941,208.5775673002936,208.57762390002608,531.2932123001665,531.2994602001272,531.2994602001272,532.2994221998379,532.2994221998379,532.2834005998448,stimuli/box_empty_transparent.png,209.57802290003747,209.5780539000407,532.28347520018,532.2994221998379,535.799814700149,535.7832639999688,213.07788310013711,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
43,0,43,space,6.350223699584603,None,5,1.5730491997674108,None,213.07933740038425,j,0.26886049984022975,None,None,213.37915300019085,213.37952660024166,214.39403570024297,214.39407820021734,215.39463120000437,215.39466900005937,217.394102900289,,,,,,,1,0,1,0,43,0,43,0,535.799814700149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.07933740038425,535.7847635000944,535.799814700149,535.799814700149,535.799814700149,535.799814700149,536.0844807997346,j,0.26886049984022975,None,left,1,15,6,4,59,20,None,213.37915300019085,213.37952660024166,536.0849564000964,536.0998718999326,536.0998718999326,537.1171162999235,537.1171162999235,537.0993939000182,214.39403570024297,214.39407820021734,537.110735299997,537.1171162999235,537.1171162999235,,,538.0999962999485,stimuli/box_coin_transparent.png,215.39463120000437,215.39466900005937,538.1000935998745,538.1159739000723,540.1165577000938,540.0994790997356,217.394102900289,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
44,0,44,space,6.350223699584603,None,5,1.5730491997674108,None,217.39588740002364,j,0.3036648998968303,None,None,217.72860040003434,217.72899560024962,220.22700239997357,220.22704610042274,221.22766410000622,221.2276997002773,223.22754980018362,,,,,,,1,0,1,0,44,0,44,0,540.1165577000938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.39588740002364,540.1013195998967,540.1165577000938,540.1165577000938,540.1165577000938,540.1165577000938,540.4339238000102,j,0.3036648998968303,None,left,1,15,7,4,60,21,None,217.72860040003434,217.72899560024962,540.4344259998761,540.4495922001079,540.4495922001079,542.949083799962,542.949083799962,542.9323609001003,220.22700239997357,220.22704610042274,542.9428952001035,542.949083799962,542.949083799962,,,543.9330385997891,stimuli/box_coin_transparent.png,221.22766410000622,221.2276997002773,543.9331304999068,543.9481322998181,545.9499486000277,545.9329295000061,223.22754980018362,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
45,0,45,space,6.350223699584603,None,5,1.5730491997674108,None,223.22914350032806,j,0.32120650028809905,None,None,223.57863780017942,223.57904920028523,224.578365100082,224.57840270036831,225.57815890014172,225.57819580007344,226.59297680016607,,,,,,,1,0,1,0,45,0,45,0,545.9499486000277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.22914350032806,545.9345693998039,545.9499486000277,545.9499486000277,545.9499486000277,545.9499486000277,546.2839589999057,j,0.32120650028809905,None,left,1,15,8,4,61,22,None,223.57863780017942,223.57904920028523,546.2844793000259,546.2996225999668,546.2996225999668,547.2991388998926,547.2991388998926,547.2837276998907,224.578365100082,224.57840270036831,547.2938433000818,547.2991388998926,547.2991388998926,548.2989452998154,548.2989452998154,548.2835333999246,stimuli/box_coin_transparent.png,225.57815890014172,225.57819580007344,548.2836234997958,548.2989452998154,549.3151683998294,549.2983559998684,226.59297680016607,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
46,0,46,space,6.350223699584603,None,5,1.5730491997674108,None,226.59470760030672,j,0.35159730026498437,None,None,226.97787190042436,226.97825090028346,228.97771220002323,228.97775640012696,229.9776899004355,229.977726300247,230.97734930040315,,,,,,,1,0,1,0,46,0,46,0,549.3151683998294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.59470760030672,549.3001413000748,549.3151683998294,549.3151683998294,549.3151683998294,549.3151683998294,549.683195500169,j,0.35159730026498437,None,left,0,15,8,4,62,22,None,226.97787190042436,226.97825090028346,549.6836823001504,549.6986679001711,549.6986679001711,551.6988550000824,551.6988550000824,551.6830640998669,228.97771220002323,228.97775640012696,551.6915849000216,551.6988550000824,551.6988550000824,552.698931899853,552.698931899853,552.683063799981,stimuli/box_empty_transparent.png,229.9776899004355,229.977726300247,552.6831546998583,552.698931899853,553.698555199895,553.6827308000065,230.97734930040315,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
47,0,47,space,6.350223699584603,None,5,1.5730491997674108,None,230.97885760013014,j,0.28953339997678995,None,None,231.29530940018594,231.29568750038743,234.29456060007215,234.29459740035236,235.29445650009438,235.29448690032586,236.79392060032114,,,,,,,1,0,1,0,47,0,47,0,553.698555199895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.97885760013014,553.6842839000747,553.698555199895,553.698555199895,553.698555199895,553.698555199895,554.0006333999336,j,0.28953339997678995,None,left,1,15,9,4,63,23,None,231.29530940018594,231.29568750038743,554.001118300017,554.0157933998853,554.0157933998853,557.0151635999791,557.0151635999791,556.9999210997485,234.29456060007215,234.29459740035236,557.0098164998926,557.0151635999791,557.0151635999791,558.0155659001321,558.0155659001321,557.9998351000249,stimuli/box_coin_transparent.png,235.29445650009438,235.29448690032586,557.9999088998884,558.0155659001321,559.5164399999194,559.4993016999215,236.79392060032114,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
48,0,48,space,6.350223699584603,None,5,1.5730491997674108,None,236.79553530039266,j,0.30865930020809174,None,None,237.12885570013896,237.12924960022792,238.6265190001577,238.62656700005755,239.62692950014025,239.62696240004152,243.12804880039766,,,,,,,1,0,1,0,48,0,48,0,559.5164399999194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.79553530039266,559.5009614997543,559.5164399999194,559.5164399999194,559.5164399999194,559.5164399999194,559.8341792998835,j,0.30865930020809174,None,left,1,15,10,4,64,24,None,237.12885570013896,237.12924960022792,559.8346795998514,559.8486452000216,559.8486452000216,561.3485977998935,561.3485977998935,561.3318670000881,238.6265190001577,238.62656700005755,561.3433187999763,561.3485977998935,561.3485977998935,,,562.3323062998243,stimuli/box_coin_transparent.png,239.62692950014025,239.62696240004152,562.3323892001063,562.3480090000667,565.8491426999681,565.8334292001091,243.12804880039766,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
49,0,49,space,6.350223699584603,None,5,1.5730491997674108,None,243.129570200108,j,0.31750259967520833,None,None,243.4782145000063,243.47857740009204,244.97637070016935,244.9764119000174,245.9768205001019,245.97685259999707,245.977436600253,,,,,,,1,0,1,0,49,0,49,0,565.8491426999681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.129570200108,565.8349962998182,565.8491426999681,565.8491426999681,565.8491426999681,565.8491426999681,566.1835527997464,j,0.31750259967520833,None,left,1,15,11,4,65,25,None,243.4782145000063,243.47857740009204,566.1840034001507,566.1986098997295,566.1986098997295,567.6984274000861,567.6984274000861,567.681729500182,244.97637070016935,244.9764119000174,567.691512899939,567.6984274000861,567.6984274000861,,,568.6821968001314,stimuli/box_coin_transparent.png,245.9768205001019,245.97685259999707,568.6822774000466,568.7028878000565,568.7028878000565,568.6828227997757,245.977436600253,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
1,0,1,space,6.350223699584603,None,5,1.5730491997674108,None,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.6987993000075,568.7028878000565,572.6974363001063,572.6974971001036,572.713910299819,626.3289471999742,626.3127657999285,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
0,0,0,space,5.8082773997448385,None,5,1.7034371998161077,None,0.0017492999322712421,k,0.7977978996932507,None,None,0.8172359000891447,0.8175550000742078,1.816542400047183,1.8165792003273964,2.8160025998950005,2.816038700286299,4.8157669003121555,,,,,,,2,0,2,0,0,0,0,0,633.896564300172,,,,,,,,,,,,,,,,626.3129694997333,626.3289471999742,626.3289471999742,632.1463742000051,space,5.8082773997448385,None,632.1464697001502,632.1621674997732,632.1621674997732,633.8812942998484,5,1.7034371998161077,None,0.0017492999322712421,633.8831230998039,633.896564300172,633.896564300172,633.896564300172,633.896564300172,634.6984876999632,k,0.7977978996932507,None,right,1,10,1,5,66,1,None,0.8172359000891447,0.8175550000742078,634.69892229978,634.7136756000109,634.7136756000109,635.7129032998346,635.7129032998346,635.6978339999914,1.816542400047183,1.8165792003273964,635.7080333000049,635.7129032998346,635.7129032998346,636.7134214001708,636.7134214001708,636.6973156998865,stimuli/box_coin_transparent.png,2.8160025998950005,2.816038700286299,636.6974017000757,636.7134214001708,638.7132512000389,638.6970847998746,4.8157669003121555,,,,,,,,,,,,,,,,333333,right,no,None,2025-05-09_11h25.32.581,RL_out-of-scanner,2024.2.4,59.785477605207106,2025-05-09 11h25.42.933660 -0500,
