thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,trials.all_keys.rt,trials.all_keys.duration,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
48,0,48,space,4.738483099732548,None,5,1.9088467000983655,None,238.77714890008792,k,0.681319700088352,None,None,239.47729780012742,239.47755840001628,240.97683889977634,240.97688189987093,241.97688530012965,241.97692300006747,245.47630959982052,,,,,,,1,0,1,0,48,0,48,0,555.970120199956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.77714890008792,555.9553145999089,555.970120199956,555.970120199956,555.970120199956,555.970120199956,556.6553608998656,k,0.681319700088352,None,right,1,12,1,5,70,28,None,239.47729780012742,239.47755840001628,556.655709899962,556.6707935002632,556.6707935002632,558.1702105998993,558.1702105998993,558.1549204001203,240.97683889977634,240.97688189987093,558.1647636000998,558.1702105998993,558.1702105998993,559.1702081002295,559.1702081002295,559.1549896001816,stimuli/box_coin_transparent.png,241.97688530012965,241.97692300006747,559.1550781000406,559.1702081002295,562.6708005000837,562.6544074001722,245.47630959982052,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
49,0,49,space,4.738483099732548,None,5,1.9088467000983655,None,245.4779014000669,k,0.4569627000018954,None,None,245.96049179974943,245.96075609978288,247.4608004000038,247.460838700179,248.45989790000021,248.459927899763,248.46030309982598,,,,,,,1,0,1,0,49,0,49,0,562.6708005000837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.4779014000669,562.6560551002622,562.6708005000837,562.6708005000837,562.6708005000837,562.6708005000837,563.1385535001755,k,0.4569627000018954,None,right,1,12,2,5,71,29,None,245.96049179974943,245.96075609978288,563.1389073999599,563.1541198999621,563.1541198999621,564.6543137999251,564.6543137999251,564.6388810002245,247.4608004000038,247.460838700179,564.6489082002081,564.6543137999251,564.6543137999251,565.657167499885,565.657167499885,565.6380067002028,stimuli/box_coin_transparent.png,248.45989790000021,248.459927899763,565.6380767999217,565.657167499885,565.657167499885,565.6384191000834,248.46030309982598,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
1,0,1,space,4.738483099732548,None,5,1.9088467000983655,None,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.6530546001159,565.657167499885,569.6530980002135,569.6531666000374,569.6699210000224,620.5684504001401,620.5525724999607,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
0,0,0,space,3.9725135997869074,None,5,5.251451900228858,None,0.0020869001746177673,j,0.3959717000834644,None,None,0.41768720000982285,0.4180586002767086,1.4181911000050604,1.418227500282228,2.418238100130111,2.4182692002505064,4.432850300334394,,,,,,,2,0,2,0,0,0,0,0,629.8509510001168,,,,,,,,,,,,,,,,620.5527873001993,620.5684504001401,620.5684504001401,624.5516586001031,space,3.9725135997869074,None,624.5517758000642,624.5682696001604,624.5682696001604,629.8347308002412,5,5.251451900228858,None,0.0020869001746177673,629.8368954001926,629.8509510001168,629.8509510001168,629.8509510001168,629.8509510001168,630.2523838002235,j,0.3959717000834644,None,right,1,10,0,6,71,0,None,0.41768720000982285,0.4180586002767086,630.2528619999066,630.2678012000397,630.2678012000397,631.2681370000355,631.2681370000355,631.2529263002798,1.4181911000050604,1.418227500282228,631.2612689002417,631.2681370000355,631.2681370000355,632.2683303002268,632.2683303002268,632.252990399953,stimuli/box_empty_transparent.png,2.418238100130111,2.4182692002505064,632.2530596000142,632.2683303002268,634.2842979999259,634.2676003002562,4.432850300334394,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
1,0,1,space,3.9725135997869074,None,5,5.251451900228858,None,4.434347300324589,j,0.4286609999835491,None,None,4.8842818001285195,4.884640000294894,6.385310600046068,6.385359300300479,7.384269900154322,7.384301300160587,8.88397780014202,,,,,,,2,0,2,0,1,0,1,0,634.2842979999259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.434347300324589,634.2691623000428,634.2842979999259,634.2842979999259,634.2842979999259,634.2842979999259,634.7189722000621,j,0.4286609999835491,None,right,1,10,0,6,71,0,None,4.8842818001285195,4.884640000294894,634.7194473999552,634.7342403000221,634.7342403000221,636.2349024000578,636.2349024000578,636.2200286001898,6.385310600046068,6.385359300300479,636.2283528000116,636.2349024000578,636.2349024000578,637.2351295999251,637.2351295999251,637.2190208001994,stimuli/box_empty_transparent.png,7.384269900154322,7.384301300160587,637.219095800072,637.2351295999251,638.7349254000001,638.7187307002023,8.88397780014202,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
2,0,2,space,3.9725135997869074,None,5,5.251451900228858,None,8.885561300441623,k,0.3400139999575913,None,None,9.25158190028742,9.25184560008347,10.25128970015794,10.251332300249487,11.249789500143379,11.249826100189239,14.250093800015748,,,,,,,2,0,2,0,2,0,2,0,638.7349254000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.885561300441623,638.7203595000319,638.7349254000001,638.7349254000001,638.7349254000001,638.7349254000001,639.0862953001633,k,0.3400139999575913,None,right,1,10,1,6,72,1,None,9.25158190028742,9.25184560008347,639.0866411998868,639.1017109998502,639.1017109998502,640.1012916001491,640.1012916001491,640.0860180002637,10.25128970015794,10.251332300249487,640.0961541999131,640.1012916001491,640.1012916001491,641.1002072999254,641.1002072999254,641.084537900053,stimuli/box_coin_transparent.png,11.249789500143379,11.249826100189239,641.0846267002635,641.1002072999254,644.1015566000715,644.0848479000852,14.250093800015748,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
3,0,3,space,3.9725135997869074,None,5,5.251451900228858,None,14.251590500120074,k,0.279377399943769,None,None,14.55181400012225,14.552076500374824,16.56634630030021,16.56638880027458,17.56691680010408,17.566948200110346,18.567524100188166,,,,,,,2,0,2,0,3,0,3,0,644.1015566000715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.251590500120074,644.0863884002902,644.1015566000715,644.1015566000715,644.1015566000715,644.1015566000715,644.3865248998627,k,0.279377399943769,None,right,0,10,1,6,73,1,None,14.55181400012225,14.552076500374824,644.3868726002984,644.4018423003145,644.4018423003145,646.4179143998772,646.4179143998772,646.4010755000636,16.56634630030021,16.56638880027458,646.4106276999228,646.4179143998772,646.4179143998772,647.4172104001045,647.4172104001045,647.4016673001461,stimuli/box_empty_transparent.png,17.56691680010408,17.566948200110346,647.4017425999045,647.4172104001045,648.4180288999341,648.4022752000019,18.567524100188166,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
4,0,4,space,3.9725135997869074,None,5,5.251451900228858,None,18.56931720022112,j,0.6892336998134851,None,None,19.284164000302553,19.28452800028026,20.28375990036875,20.283797200303525,21.284207300283015,21.284245900344104,23.782431800384074,,,,,,,2,0,2,0,4,0,4,0,648.4180288999341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.56931720022112,648.4041217002086,648.4180288999341,648.4180288999341,648.4180288999341,648.4180288999341,649.1188779002987,j,0.6892336998134851,None,right,0,10,1,6,73,1,None,19.284164000302553,19.28452800028026,649.1193261998706,649.1348660001531,649.1348660001531,650.1343890000135,650.1343890000135,650.1184796001762,20.28375990036875,20.283797200303525,650.1266772998497,650.1343890000135,650.1343890000135,,,651.1189464000054,stimuli/box_empty_transparent.png,21.284207300283015,21.284245900344104,651.1190444002859,651.1340657998808,653.6337522999384,653.6171833998524,23.782431800384074,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
5,0,5,space,3.9725135997869074,None,5,5.251451900228858,None,23.784129800274968,j,0.46685840003192425,None,None,24.26814300008118,24.26853960007429,27.76731780031696,27.767355000134557,28.766447900328785,28.766479399986565,30.76655110018328,,,,,,,2,0,2,0,5,0,5,0,653.6337522999384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.784129800274968,653.6189345000312,653.6337522999384,653.6337522999384,653.6337522999384,653.6337522999384,654.1028192001395,j,0.46685840003192425,None,right,0,10,1,6,73,1,None,24.26814300008118,24.26853960007429,654.1033417000435,654.1178414002061,654.1178414002061,657.6171249998733,657.6171249998733,657.6020521000028,27.76731780031696,27.767355000134557,657.6112950001843,657.6171249998733,657.6171249998733,658.6165535999462,658.6165535999462,658.6011997000314,stimuli/box_empty_transparent.png,28.766447900328785,28.766479399986565,658.601273200009,658.6165535999462,660.617503600195,660.6013036002405,30.76655110018328,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
6,0,6,space,3.9725135997869074,None,5,5.251451900228858,None,30.768057000357658,k,0.4107258003205061,None,None,31.200680000241846,31.200987100135535,32.20015040040016,32.20019510015845,33.199978900142014,33.200010700151324,34.215281600132585,,,,,,,2,0,2,0,6,0,6,0,660.617503600195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.768057000357658,660.6028543999419,660.617503600195,660.617503600195,660.617503600195,660.617503600195,661.0353916999884,k,0.4107258003205061,None,right,0,10,1,6,74,1,None,31.200680000241846,31.200987100135535,661.0357838002965,661.0512071000412,661.0512071000412,662.050512699876,662.050512699876,662.0348781002685,32.20015040040016,32.20019510015845,662.043681200128,662.050512699876,662.050512699876,663.0533308000304,663.0533308000304,663.0347295999527,stimuli/box_empty_transparent.png,33.199978900142014,33.200010700151324,663.0348056000657,663.0533308000304,664.0667615998536,664.050028800033,34.215281600132585,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
7,0,7,space,3.9725135997869074,None,5,5.251451900228858,None,34.21728770015761,None,,,['j'],35.71665280032903,35.716737600043416,37.71688050031662,37.71691910037771,38.717054600361735,38.717086400371045,40.7165618003346,[0.8179291002452374],[0.22652459982782602],,,,,2,0,2,0,7,0,7,0,664.0667615998536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.21728770015761,664.052097900305,664.0667615998536,664.0667615998536,664.0667615998536,664.0667615998536,665.5513343000785,None,,,right,0,10,1,6,74,1,['j'],35.71665280032903,35.716737600043416,665.5515347998589,665.5677137002349,665.5677137002349,667.5670823999681,667.5670823999681,667.5516118998639,37.71688050031662,37.71691910037771,667.560148099903,667.5670823999681,667.5670823999681,,,668.5518030002713,no selection made,38.717054600361735,38.717086400371045,668.5518833999522,668.5667257001624,670.5675919000059,670.5513164000586,40.7165618003346,,,,,[0.8179291002452374],[0.22652459982782602],,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
8,0,8,space,3.9725135997869074,None,5,5.251451900228858,None,40.718097700271755,k,0.396352699957788,None,None,41.13367530005053,41.13394930027425,44.13315400015563,44.1331919003278,45.13272890029475,45.13276740023866,46.632373300381005,,,,,,,2,0,2,0,8,0,8,0,670.5675919000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.718097700271755,670.5528950002044,670.5675919000059,670.5675919000059,670.5675919000059,670.5675919000059,670.9683387000114,k,0.396352699957788,None,right,1,10,2,6,75,2,None,41.13367530005053,41.13394930027425,670.9687449000776,670.9838652000763,670.9838652000763,673.9835832999088,673.9835832999088,673.9678851999342,44.13315400015563,44.1331919003278,673.9778053001501,673.9835832999088,673.9835832999088,674.9825762002729,674.9825762002729,674.9674754003063,stimuli/box_coin_transparent.png,45.13272890029475,45.13276740023866,674.9675671001896,674.9825762002729,676.483614299912,676.4671237003058,46.632373300381005,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
9,0,9,space,3.9725135997869074,None,5,5.251451900228858,None,46.63392030028626,k,0.7428998998366296,None,None,47.400382600259036,47.400648900307715,48.899564100429416,48.89960200013593,49.89951490005478,49.89954620040953,51.8993850001134,,,,,,,2,0,2,0,9,0,9,0,676.483614299912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.63392030028626,676.4687188002281,676.483614299912,676.483614299912,676.483614299912,676.483614299912,677.2350955000147,k,0.7428998998366296,None,right,0,10,2,6,76,2,None,47.400382600259036,47.400648900307715,677.2354568000883,677.2508987002075,677.2508987002075,678.7500459998846,678.7500459998846,678.7342956000939,48.899564100429416,48.89960200013593,678.7424897002056,678.7500459998846,678.7500459998846,679.7496736003086,679.7496736003086,679.73426630022,stimuli/box_empty_transparent.png,49.89951490005478,49.89954620040953,679.7343399003148,679.7496736003086,681.75066230027,681.734134499915,51.8993850001134,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
10,0,10,space,3.9725135997869074,None,5,5.251451900228858,None,51.900947800371796,k,0.6069081001915038,None,None,52.53395670000464,52.53423820016906,54.03282990027219,54.03286790009588,55.032625100109726,55.03266310039908,56.032206900417805,,,,,,,2,0,2,0,10,0,10,0,681.75066230027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.900947800371796,681.7357509001158,681.75066230027,681.75066230027,681.75066230027,681.75066230027,682.3686700998805,k,0.6069081001915038,None,right,1,10,3,6,77,3,None,52.53395670000464,52.53423820016906,682.3690348998643,682.3842386999168,682.3842386999168,683.8831545002759,683.8831545002759,683.8675617002882,54.03282990027219,54.03286790009588,683.8774826000445,683.8831545002759,683.8831545002759,684.8832650999539,684.8832650999539,684.8673715000041,stimuli/box_coin_transparent.png,55.032625100109726,55.03266310039908,684.8674639998935,684.8832650999539,685.8838070002384,685.8669591001235,56.032206900417805,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
11,0,11,space,3.9725135997869074,None,5,5.251451900228858,None,56.03369550034404,j,0.5903374999761581,None,None,56.64926060009748,56.649693600367755,58.64987100008875,58.64991280017421,59.64992680028081,59.649964900221676,61.148893900215626,,,,,,,2,0,2,0,11,0,11,0,685.8838070002384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.03369550034404,685.8684936002828,685.8838070002384,685.8838070002384,685.8838070002384,685.8838070002384,686.483929600101,j,0.5903374999761581,None,right,1,10,3,6,77,3,None,56.64926060009748,56.649693600367755,686.4845047001727,686.4995698002167,686.4995698002167,688.4998393002898,688.4998393002898,688.4845986003056,58.64987100008875,58.64991280017421,688.493246300146,688.4998393002898,688.4998393002898,689.4996616998687,689.4996616998687,689.4846724001691,stimuli/box_empty_transparent.png,59.64992680028081,59.649964900221676,689.4847663999535,689.4996616998687,691.00003630016,690.9836435001343,61.148893900215626,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
12,0,12,space,3.9725135997869074,None,5,5.251451900228858,None,61.15073750028387,k,0.42886829981580377,None,None,61.59984520031139,61.600174700375646,62.598143300041556,62.59819370042533,63.599363800138235,63.59939460037276,66.59899460012093,,,,,,,2,0,2,0,12,0,12,0,691.00003630016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.15073750028387,690.9855420999229,691.00003630016,691.00003630016,691.00003630016,691.00003630016,691.4345420999452,k,0.42886829981580377,None,right,1,10,4,6,78,4,None,61.59984520031139,61.600174700375646,691.4349763002247,691.4498181003146,691.4498181003146,692.4508704999462,692.4508704999462,692.4328633002006,62.598143300041556,62.59819370042533,692.4454700001515,692.4508704999462,692.4508704999462,,,693.434112700168,stimuli/box_coin_transparent.png,63.599363800138235,63.59939460037276,693.4341903999448,693.4499921002425,696.4505598000251,696.433748899959,66.59899460012093,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
13,0,13,space,3.9725135997869074,None,5,5.251451900228858,None,66.6005059001036,k,0.34282590029761195,None,None,66.96600030036643,66.96625840011984,67.46598550025374,67.46602300042287,68.46487720031291,68.46491940040141,70.46528220036998,,,,,,,2,0,2,0,13,0,13,0,696.4505598000251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6005059001036,696.4353038002737,696.4505598000251,696.4505598000251,696.4505598000251,696.4505598000251,696.8007140001282,k,0.34282590029761195,None,right,1,10,5,6,79,5,None,66.96600030036643,66.96625840011984,696.8010541000403,696.8158724000677,696.8158724000677,697.3161002001725,697.3161002001725,697.3007189002819,67.46598550025374,67.46602300042287,697.3106215000153,697.3161002001725,697.3161002001725,698.3152120001614,698.3152120001614,698.2996196001768,stimuli/box_coin_transparent.png,68.46487720031291,68.46491940040141,698.2997280000709,698.3152120001614,700.3172801001929,700.3000352000818,70.46528220036998,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
14,0,14,space,3.9725135997869074,None,5,5.251451900228858,None,70.46680410020053,k,0.31657039979472756,None,None,70.81556730018929,70.81588490027934,72.31567210005596,72.31570970034227,73.31540240021423,73.3154351003468,74.31445850012824,,,,,,,2,0,2,0,14,0,14,0,700.3172801001929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.46680410020053,700.3016102002002,700.3172801001929,700.3172801001929,700.3172801001929,700.3172801001929,700.650266900193,k,0.31657039979472756,None,right,1,10,6,6,80,6,None,70.81556730018929,70.81588490027934,700.6506893001497,700.6661964002997,700.6661964002997,702.1661729998887,702.1661729998887,702.1504049003124,72.31567210005596,72.31570970034227,702.1600954001769,702.1661729998887,702.1661729998887,703.1658470998518,703.1658470998518,703.150152800139,stimuli/box_coin_transparent.png,73.31540240021423,73.3154351003468,703.1502296999097,703.1658470998518,704.1658234000206,704.1492078001611,74.31445850012824,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
15,0,15,space,3.9725135997869074,None,5,5.251451900228858,None,74.31632450036705,k,0.5028893002308905,None,None,74.84881700016558,74.84910270012915,75.84846070036292,75.84849730040878,76.84867150010541,76.84870880004019,78.84861410036683,,,,,,,2,0,2,0,15,0,15,0,704.1658234000206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.31632450036705,704.1511329999194,704.1658234000206,704.1658234000206,704.1658234000206,704.1658234000206,704.6835298999213,k,0.5028893002308905,None,right,1,10,7,6,81,7,None,74.84881700016558,74.84910270012915,704.6838992000557,704.6995931998827,704.6995931998827,705.7002107002772,705.7002107002772,705.6831899001263,75.84846070036292,75.84849730040878,705.6948584001511,705.7002107002772,705.7002107002772,,,706.6834166999906,stimuli/box_coin_transparent.png,76.84867150010541,76.84870880004019,706.6835119002499,706.6994926999323,708.6999015002511,708.6833673999645,78.84861410036683,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
16,0,16,space,3.9725135997869074,None,5,5.251451900228858,None,78.85011980030686,k,0.32111879996955395,None,None,79.1984931002371,79.19889370026067,81.19868330005556,81.19872179999948,82.19777840003371,82.19780990015715,83.19844950037077,,,,,,,2,0,2,0,16,0,16,0,708.6999015002511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.85011980030686,708.6849167002365,708.6999015002511,708.6999015002511,708.6999015002511,708.6999015002511,709.0331820999272,k,0.32111879996955395,None,right,1,10,8,6,82,8,None,79.1984931002371,79.19889370026067,709.0337058999576,709.0486818999052,709.0486818999052,711.0488388999365,711.0488388999365,711.0334152001888,81.19868330005556,81.19872179999948,711.0434793001041,711.0488388999365,711.0488388999365,712.0482121999376,712.0482121999376,712.0325286001898,stimuli/box_coin_transparent.png,82.19777840003371,82.19780990015715,712.0326044000685,712.0482121999376,713.0494103999808,713.0331998001784,83.19844950037077,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
17,0,17,space,3.9725135997869074,None,5,5.251451900228858,None,83.20003260020167,k,0.37430640030652285,None,None,83.59919500024989,83.59950210014358,84.59839400043711,84.59843230014667,85.59799480019137,85.59802490007132,86.59857260016724,,,,,,,2,0,2,0,17,0,17,0,713.0494103999808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.20003260020167,713.0348298000172,713.0494103999808,713.0494103999808,713.0494103999808,713.0494103999808,713.4339070999995,k,0.37430640030652285,None,right,1,10,9,6,83,9,None,83.59919500024989,83.59950210014358,713.4342991001904,713.4493060000241,713.4493060000241,714.4491794002242,714.4491794002242,714.4331252998672,84.59839400043711,84.59843230014667,714.4433003002778,714.4491794002242,714.4491794002242,715.4482796001248,715.4482796001248,715.4327461002395,stimuli/box_coin_transparent.png,85.59799480019137,85.59802490007132,715.4328189999796,715.4482796001248,716.4493333999999,716.4333239002153,86.59857260016724,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
18,0,18,space,3.9725135997869074,None,5,5.251451900228858,None,86.60031630005687,k,1.0047005000524223,None,None,87.63193100038916,87.632249600254,91.13082650024444,91.1308698002249,92.13116970006377,92.1312057999894,94.13113480014727,,,,,,,2,0,2,0,18,0,18,0,716.4493333999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.60031630005687,716.4351194002666,716.4493333999999,716.4493333999999,716.4493333999999,716.4493333999999,717.46662750002,k,1.0047005000524223,None,right,1,10,10,6,84,10,None,87.63193100038916,87.632249600254,717.4670518999919,717.482156699989,717.482156699989,720.9827336003073,720.9827336003073,720.9655557000078,91.13082650024444,91.1308698002249,720.9771171002649,720.9827336003073,720.9827336003073,,,721.965906499885,stimuli/box_coin_transparent.png,92.13116970006377,92.1312057999894,721.9660038002767,721.982251400128,723.9827292002738,723.9658882999793,94.13113480014727,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
19,0,19,space,3.9725135997869074,None,5,5.251451900228858,None,94.13261560024694,k,0.36707179993391037,None,None,94.5321990000084,94.53251310018823,95.53193020028993,95.53196720033884,96.54691360006109,96.54694990022108,98.04764420026913,,,,,,,2,0,2,0,19,0,19,0,723.9827292002738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.13261560024694,723.9674130002968,723.9827292002738,723.9827292002738,723.9827292002738,723.9827292002738,724.3668953999877,k,0.36707179993391037,None,left,1,7,0,7,84,10,None,94.5321990000084,94.53251310018823,724.3673151000403,724.3824487999082,724.3824487999082,725.3827515998855,725.3827515998855,725.366665400099,95.53193020028993,95.53196720033884,725.3746839999221,725.3827515998855,725.3827515998855,,,726.3816561000422,stimuli/box_empty_transparent.png,96.54691360006109,96.54694990022108,726.3817513999529,726.3976767002605,727.899410400074,727.8823962998576,98.04764420026913,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
20,0,20,space,3.9725135997869074,None,5,5.251451900228858,None,98.04941220022738,k,0.3999323998577893,None,None,98.48218560032547,98.48242490040138,100.48155620042235,100.48159600002691,101.48055350035429,101.4805847001262,103.49778400035575,,,,,,,2,0,2,0,20,0,20,0,727.899410400074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.04941220022738,727.8842159998603,727.899410400074,727.899410400074,727.899410400074,727.899410400074,728.316898399964,k,0.3999323998577893,None,left,1,7,0,7,84,10,None,98.48218560032547,98.48242490040138,728.3172201002017,728.3328606998548,728.3328606998548,730.3319570999593,730.3319570999593,730.316289300099,100.48155620042235,100.48159600002691,730.3246949003078,730.3319570999593,730.3319570999593,731.3318870998919,731.3318870998919,731.3153053000569,stimuli/box_empty_transparent.png,101.48055350035429,101.4805847001262,731.3153777001426,731.3318870998919,733.3491386999376,733.3325394000858,103.49778400035575,,,,,,,,,,,,,,,,666666,right,no,None,2025-05-15_13h24.35.722,RL_out-of-scanner,2024.2.4,59.30051485029988,2025-05-15 13h24.49.402690 -0500,
